439|9|2|0|0|1.08|7152.688058035715
447|40|2|0|1|0.4694|3331.0206473214284
523|32|2|0|1|0.6478|9552.058035714286
702|59|2|0|1|1.1331|12411.8515625
797|59|1|0|1|7.5143|5576.53125
797|68|1|0|0|2.3854|3990.6955915178573
812|68|1|0|0|0.5741|4013.5563616071427
917|59|1|0|1|1.2795|6984.704799107143
966|32|2|0|1|0.6647|10667.33705357143
1022|17|2|0|1|0.4694|9258.910714285714
1133|17|2|0|1|0.0969|9754.216517857143
1142|59|1|0|1|0.85|5322.731026785715
1190|59|2|0|1|2.4615|8503.52622767857
1270|9|2|0|0|2.48|8668.088169642857
1270|94|2|0|0|0.37|3555.4776785714284
1554|32|2|0|1|0.0646|10445.81138392857
1592|32|2|0|1|3.6637|10941.706473214286
1777|59|1|0|1|0.2944|5254.36328125
2083|15|2|0|1|2.7954|9068.981026785714
2083|26|2|0|1|8.089|11184.261160714286
2083|52|2|0|1|3.3068|6037.065848214285
2083|59|1|0|1|7.944|5573.193080357143
2360|59|2|0|1|6.2374|9381.739955357143
2486|68|1|0|0|1.3553|3058.679129464286
2584|52|1|0|1|0.9767|1419.963169642857
2716|26|2|0|1|3.757|5690.685267857143
2821|59|2|0|1|3.1242|8126.587611607143
2874|87|1|0|0|0.12|4544.677455357143
2891|59|1|0|1|0.4741|4034.4235491071427
2913|52|2|0|1|1.331|4329.463727678572
2916|17|1|0|1|3.728|2188.901785714286
2916|32|2|0|1|2.26|3805.3381696428573
2916|59|2|0|1|1.26|4065.332589285714
3014|17|1|0|1|0.4181|6395.945870535715
3032|59|1|0|1|0.2199|1581.6259765625
3091|81|1|0|1|3.91|4083.033761160714
3316|68|1|0|0|0.6748|3391.9690290178573
3494|59|1|0|1|0.2232|4258.473493303572
3555|59|1|0|1|2.45|3531.66015625
3643|40|2|0|1|1.2752|1097.6298130580358
3710|59|1|0|1|0.5372|4259.055803571428
3931|17|1|0|1|1.2231|6083.501116071428
4024|15|2|0|1|0.6622|7807.697544642857
4024|32|2|0|1|21.11|20351.13839285714
4024|40|2|0|1|18.1746|9957.845982142857
4024|52|2|0|1|8.0726|6717.474330357143
4024|59|2|0|1|0.0|8289.404017857143
4024|81|2|0|1|13.86|11950.88392857143
4024|87|2|0|0|11.9238|13008.565848214286
4052|17|2|0|1|4.68|9899.924107142857
4377|9|2|0|0|1.781|2440.917410714286
4926|32|2|0|1|1.18|9263.82700892857
4990|15|2|0|1|1.5077|3465.2550223214284
5062|9|2|0|0|0.0267|5643.694754464285
5062|59|2|0|1|0.0531|7245.601004464285
5142|17|2|0|1|0.3247|5394.247767857143
5142|52|2|0|1|0.7263|1449.8863002232142
5142|59|2|0|1|0.5946|6704.229910714285
5377|40|2|0|1|1.6499|4326.986607142857
5380|40|2|0|1|1.28|3302.4921875
5462|81|1|0|1|0.4257|2307.824776785714
5498|15|2|0|1|1.1028|6518.488839285715
5498|23|2|0|1|0.91|3707.9118303571427
5548|59|2|0|1|0.2809|8422.25669642857
5638|59|1|0|1|0.49|3011.6531808035716
5696|59|1|0|1|7.62|5099.577008928572
5760|40|2|0|1|1.1759|3880.3225446428573
5844|26|2|0|1|1.81|7163.126116071428
5897|15|2|0|1|2.1251|7387.328683035715
6132|52|2|0|1|0.11|2238.766183035714
6307|17|1|0|1|1.176|5588.416852678572
6454|94|2|0|0|4.7932|3814.3479352678573
6732|59|1|0|1|0.1649|3453.279854910714
6950|59|2|0|1|0.0304|6062.412946428572
7104|9|2|0|0|0.5047|7226.162388392857
