439|9|2|0|0|1.08|53301.97767857143
447|40|2|0|1|0.4694|18644.96875
523|32|2|0|1|0.6478|44547.29241071428
702|59|2|0|1|1.1331|68102.82756696429
797|59|1|0|1|7.5143|58916.39397321428
797|68|1|0|0|2.3854|27252.01004464286
812|68|1|0|0|0.5741|27607.23995535714
917|59|1|0|1|1.2795|48538.94977678572
966|32|2|0|1|0.6647|48435.61272321428
1022|17|2|0|1|0.4694|53525.751674107145
1133|17|2|0|1|0.0969|57649.9375
1142|59|1|0|1|0.85|27934.161551339286
1190|59|2|0|1|2.4615|40530.568359375
1270|9|2|0|0|2.48|67011.65011160714
1270|94|2|0|0|0.37|46831.51422991072
1554|32|2|0|1|0.0646|48954.37611607143
1592|32|2|0|1|3.6637|50547.52232142857
1777|59|1|0|1|0.2944|42217.619419642855
2083|15|2|0|1|2.7954|49600.83286830357
2083|26|2|0|1|8.089|66058.22600446429
2083|52|2|0|1|3.3068|29081.37960379464
2083|59|1|0|1|7.944|52159.652064732145
2360|59|2|0|1|6.2374|62066.85212053572
2486|68|1|0|0|1.3553|25846.126534598214
2584|52|1|0|1|0.9767|12771.104213169643
2716|26|2|0|1|3.757|35177.717075892855
2821|59|2|0|1|3.1242|36981.61328125
2874|87|1|0|0|0.12|27444.00076729911
2891|59|1|0|1|0.4741|23420.8203125
2913|52|2|0|1|1.331|16782.314453125
2916|17|1|0|1|3.728|21281.283761160714
2916|32|2|0|1|2.26|29880.270368303572
2916|59|2|0|1|1.26|18207.08272879464
3014|17|1|0|1|0.4181|40771.923549107145
3032|59|1|0|1|0.2199|17978.266462053572
3091|81|1|0|1|3.91|46161.995814732145
3316|68|1|0|0|0.6748|33524.392578125
3494|59|1|0|1|0.2232|43647.017299107145
3555|59|1|0|1|2.45|27163.672712053572
3643|40|2|0|1|1.2752|6766.845354352678
3710|59|1|0|1|0.5372|35559.65708705357
3931|17|1|0|1|1.2231|46917.55022321428
4024|15|2|0|1|0.6622|69580.44140625
4024|32|2|0|1|21.11|151184.85714285713
4024|40|2|0|1|18.1746|77715.33537946429
4024|52|2|0|1|8.0726|54573.31194196428
4024|59|2|0|1|0.0|45202.04296875
4024|81|2|0|1|13.86|94173.13504464286
4024|87|2|0|0|11.9238|97821.43861607143
4052|17|2|0|1|4.68|59005.61216517857
4377|9|2|0|0|1.781|14736.29429408482
4926|32|2|0|1|1.18|59984.19029017857
4990|15|2|0|1|1.5077|27849.272600446428
5062|9|2|0|0|0.0267|48569.736328125
5062|59|2|0|1|0.0531|39470.32310267857
5142|17|2|0|1|0.3247|50556.17829241072
5142|52|2|0|1|0.7263|22926.57568359375
5142|59|2|0|1|0.5946|33897.334263392855
5377|40|2|0|1|1.6499|8969.178013392857
5380|40|2|0|1|1.28|16453.520368303572
5462|81|1|0|1|0.4257|14044.746241978237
5498|15|2|0|1|1.1028|48095.007533482145
5498|23|2|0|1|0.91|40882.80189732143
5548|59|2|0|1|0.2809|43564.58258928572
5638|59|1|0|1|0.49|34875.115513392855
5696|59|1|0|1|7.62|46627.052734375
5760|40|2|0|1|1.1759|17396.21268136161
5844|26|2|0|1|1.81|50859.97377232143
5897|15|2|0|1|2.1251|43916.736607142855
6132|52|2|0|1|0.11|20636.750906808036
6307|17|1|0|1|1.176|29973.11007254464
6454|94|2|0|0|4.7932|27627.210100446428
6732|59|1|0|1|0.1649|34461.20200892857
6950|59|2|0|1|0.0304|29707.059866768974
7104|9|2|0|0|0.5047|36235.607700892855
8269|32|2|0|1|1.54|28202.86941964286
8623|26|2|0|1|0.57|29869.53292410714
8690|43|2|0|0|0.5042|21401.27420479911
8954|32|2|0|1|0.76|13203.64439174107
8982|17|2|0|1|0.6629|48597.50446428572
8986|59|2|0|1|0.3962|54132.615513392855
9006|59|2|0|1|1.43|37869.236607142855
9086|26|2|0|1|0.78|16785.982840401786
9086|52|2|0|1|0.78|10568.22154889788
9158|9|2|0|0|2.06|43960.325892857145
9209|59|2|0|1|0.6762|58113.196986607145
9270|15|2|0|1|3.3018|19336.757952008928
9270|94|2|0|0|1.1171|14193.141880580357
9474|68|1|0|0|0.146|16989.3154296875
9594|59|1|0|1|0.1325|31732.460518973214
9609|17|1|0|1|0.8|29846.634207589286
