35465|32|13960.0|16181.254
37826|17|77280.0|21722.285
49672|32|6587.1|33577.223
49672|32|8423.1|37024.25
19515|32|20587.392|22544.508
49672|32|5042.52|1594.9567
37826|32|17150.28|21845.059
5377|40|10955.659|11325.698
17434|17|814.8|1067.1595
35888|59|1679.6|-655.41315
27166|59|44.2|745.8543
30936|59|707.2|425.38553
17422|17|698.4|-714.3113
17422|17|698.4|-714.3113
73332|32|2405.648|1967.8529
10999|32|49.203|4173.649
10999|32|49.203|4173.649
39360|32|200.277|574.8336
5377|40|6584.578|4435.322
53891|32|3961.26|3554.5388
53891|32|3961.26|3554.5388
2913|52|3281.0|2591.1265
49345|40|3859.856|2713.0881
55370|17|1600.0|1786.2435
5638|59|1355.0|2197.3157
73332|32|1629.584|3392.7595
20943|32|7091.028|6008.6323
966|32|2873.14|4924.074
71061|32|3706.315|2960.6187
53891|32|6803.88|5959.213
2309|52|1896.0|4909.9365
89426|32|1585.65|5083.7197
89426|32|1585.65|5083.7197
2913|52|10744.0|7068.539
92853|17|460.8|745.3993
21119|17|718.0|793.965
27166|59|3.94|908.52795
5638|59|2103.96|2321.3027
5638|59|2103.96|2321.3027
17422|17|230.4|256.4049
17422|17|230.4|256.4049
49345|40|2132.368|2441.63
53259|59|870.0|1030.346
21119|59|241.044|90.13804
35888|59|1244.016|319.83707
5638|59|849.06|1545.9043
1777|59|355.524|606.7351
73332|32|3236.608|1910.6246
5377|40|3604.744|3243.2593
89426|32|474.705|1509.4336
49345|40|2113.088|3896.679
83458|10|7760.0|8869.451
35888|59|1064.064|1102.3048
27166|59|1.36|-124.61698
5638|59|726.24|981.16284
17422|17|31.2|192.61519
39360|32|4594.233|2789.753
13802|59|4440.0|2127.9995
5377|40|3660.657|5346.2827
17434|17|319.2|958.32654
17434|17|319.2|958.32654
35888|59|665.04|2116.0593
27166|59|0.85|-326.2656
70752|84|16260.0|14769.848
68343|81|1290.0|4746.0566
74003|59|19960.0|19939.424
81073|40|5810.0|8622.028
72027|81|1942.044|2716.7004
72130|52|3218.0|9947.903
68145|81|1926.852|-86.49983
68145|81|1926.852|-86.49983
11395|17|11220.0|17850.13
56446|59|4600.486|7205.8633
17407|59|12779.514|13726.497
67670|17|4650.0|6086.288
35410|17|12432.42|9118.3125
66801|17|12026.814|7408.3345
93538|17|12580.0|9085.376
91794|68|975.135|14349.168
31899|17|9750.0|5985.6973
75171|17|9613.1|8871.759
21807|59|5310.0|8022.217
21807|59|5310.0|8022.217
85548|32|14200.0|17138.219
92187|17|12804.212|8137.596
4593|17|1057.0|3443.7283
84689|59|2690.0|4639.8994
18158|81|6890.0|5278.288
81034|68|12950.0|12631.509
66472|17|2150.088|3313.055
91040|52|3660.0|3007.744
91040|52|3660.0|3007.744
91040|81|3040.0|2587.8428
54960|68|5583.492|7497.5693
74003|59|18940.0|19345.602
81073|52|16100.0|13625.382
68718|52|11250.0|11018.382
50528|4|25883.334|24890.844
3860|52|27531.0|26075.062
72130|59|20810.0|13090.826
68145|59|3570.0|4610.4136
68145|81|5832.079|4086.4224
60279|87|5180.0|4738.0146
68807|17|9600.0|4586.307
44625|17|3843.166|4007.717
37363|17|13448.844|6186.2314
67670|17|263.0|1716.3881
67670|17|3177.0|5181.4556
93970|59|5695.0|8779.391
47465|17|1980.0|1966.4941
47465|17|1980.0|1966.4941
49130|17|6145.0|5721.478
93538|59|10980.0|10850.019
31899|17|6475.401|7874.4946
11536|32|6260.0|5497.5405
75171|17|7179.6|7606.433
71300|84|8660.0|6685.8667
71300|68|6770.0|13072.965
71300|68|6770.0|13072.965
4593|17|1393.0|5944.4146
2083|59|32270.0|30400.02
34190|68|13489.848|8792.665
18158|81|5830.0|5890.9004
65878|68|1209.0|1014.71204
20712|59|10440.0|8845.992
91040|52|4110.0|3404.7544
91040|81|3210.0|4458.753
40675|59|2530.0|2871.0173
54960|68|6998.412|6383.312
68936|87|1997.184|2649.742
74003|59|16750.0|12991.092
64042|59|10750.0|9781.237
50528|52|4182.822|5822.3047
523|32|3732.0|4575.8174
68145|52|3022.796|3161.0862
44625|17|726.714|292.11057
27360|17|2425.99|6482.9277
92583|87|4330.0|2481.6875
57440|32|15140.0|10922.941
56863|17|922.0|1810.2777
11536|32|3300.0|6943.8384
75171|17|520.8|947.795
92544|17|5760.0|4081.348
21807|59|1720.0|3535.4358
85548|26|19820.0|16942.443
71300|84|8290.0|4907.3022
10311|17|6705.0|6547.951
34190|68|16908.328|15262.591
71833|68|1813.26|3837.7537
81034|68|12710.0|11158.863
11587|59|1900.0|1410.1971
91040|52|980.0|1001.47034
91040|59|1580.0|3111.057
94152|59|2330.0|7010.73
54960|68|8801.408|10933.786
68718|52|13730.0|11616.696
17183|43|3190.0|10443.903
17183|43|3190.0|10443.903
50528|52|11276.163|12889.684
68145|4|14353.416|14083.208
68145|52|8148.934|5671.407
90901|59|42354.9|21574.512
56788|59|9240.0|15235.959
92583|17|627.0|3507.2202
61062|9|1580.0|9835.25
13313|17|4592.21|5819.5566
47465|17|8519.0|6426.672
49130|17|7056.0|9777.845
35410|17|36530.0|29350.367
24382|17|3651.0|3200.765
93228|17|2483.976|9335.324
20456|59|7590.0|13176.666
85546|17|5162.832|8918.755
91794|68|4621.732|11963.473
52351|38|2150.0|12015.916
75171|17|6271.3|6540.54
92544|17|8490.0|7163.4263
10091|87|4820.0|5628.8994
85548|26|36590.0|24733.758
5308|59|8170.0|9195.865
4593|17|1021.0|4332.4756
84689|92|2869.44|7080.585
93435|81|13570.0|12010.92
81034|17|7260.0|8006.411
